#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
620,отели все включено геленджик,100%,нет,89%,1,
621,море тревел,0%,нет,8%,-1,
622,москва мальдивы авиабилеты,100%,нет,70%,1,
623,маврикий отдых,20%,да,28%,-1,
624,пхукет туры цены 2023,70%,да,99%,1,
625,туры в стамбул из москвы,10%,нет,54%,0,
626,тенерифе канарские острова,90%,нет,28%,-1,
627,анекс тур туроператор,50%,да,54%,0,
628,банк горячих туров,70%,да,22%,-1,
629,бельдиби турция,0%,нет,11%,-1,
630,кипр пафос,0%,нет,6%,-1,
631,путевки в китай,0%,нет,84%,1,
632,филиппины боракай,0%,нет,0%,-1,
633,санрайс,40%,да,37%,0,
634,мальдивские острова где находятся,80%,нет,0%,-1,
635,ambotis holidays,0%,нет,8%,-1,
636,турдом официальный сайт,0%,нет,2%,-1,
637,какое в абхазии море,0%,нет,0%,-1,
638,sunmar ru,0%,нет,22%,-1,
639,isc туроператор,0%,нет,13%,-1,
640,алиан,20%,да,15%,-1,
641,intourist,20%,да,14%,-1,
642,пхукет остров,60%,нет,0%,-1,
643,турвизор туроператор официальный сайт поиск тура,10%,да,25%,-1,
644,туроператор европорт официальный сайт,30%,да,23%,-1,
645,фан и сан,40%,да,44%,0,
646,абу даби эмират,0%,нет,1%,-1,
647,фореста отдых в подмосковье,50%,да,29%,-1,
648,дельфин тур,30%,да,15%,-1,
649,тур по золотому кольцу,80%,да,68%,1,
650,туроператоры россии,10%,да,16%,-1,
651,туроператор алеан официальный,10%,да,29%,-1,
652,италия амальфи,0%,нет,6%,-1,
653,билет в турцию сколько стоит,70%,да,94%,1,
654,азия импорт,0%,нет,14%,-1,
655,анекс тур туроператор официальный сайт,20%,да,40%,0,
656,путевка на мальдивы,80%,да,100%,1,
657,доминикано,0%,нет,22%,-1,
658,туроператоры по турции,60%,да,51%,0,
659,www pegast ru,0%,нет,14%,-1,
660,отдых на мальдивах,90%,да,52%,0,
661,selectum family resort varadero,0%,нет,14%,-1,
662,островок купить авиабилеты,0%,нет,49%,0,
663,минеральные воды отдых 2023 цены,0%,нет,82%,1,
664,1001 отель официальный сайт,0%,нет,26%,-1,
665,отдых турция бодрум,0%,нет,65%,0,
666,египет страна,0%,нет,4%,-1,
667,кул гали отель,0%,нет,15%,-1,
668,автобусные туры из москвы,90%,нет,95%,1,
669,отели все включено,20%,да,54%,0,
670,тулум,10%,да,0%,-1,
671,ванд,0%,нет,7%,-1,
672,шри ланка бентота,0%,нет,7%,-1,
673,99 евро горящие туры из москвы,56%,нет,31%,-1,
674,туры в турцию турвизор,20%,да,31%,-1,
675,куда можно съездить на 3 дня отдохнуть недорого в подмосковье,20%,да,48%,0,
676,партнеры сбербанка,0%,нет,14%,-1,
677,на мальдивы из москвы туры,100%,нет,99%,1,
678,путёвка в турцию всё включено 2023,0%,нет,90%,1,
679,туры сейшелы,100%,да,78%,1,
680,купить тур из москвы в турцию,0%,нет,94%,1,
681,библио глобус горки город,0%,нет,55%,0,
682,путевка в тайланд сколько стоит,10%,да,93%,1,
683,абхазия города,0%,нет,0%,-1,
684,туроператор тез тур официальный сайт,10%,да,19%,-1,
685,санаторий новый источник вологда,70%,нет,36%,0,
686,24 тревел,0%,нет,9%,-1,
687,москва гоа,100%,нет,95%,1,
688,туры мальдивы цены,90%,да,98%,1,
689,отдых в калининграде,100%,нет,37%,0,
690,билет в корею сколько стоит,0%,нет,100%,1,
691,турвизор официальный сайт поиск тура из москвы,10%,нет,17%,-1,
692,лангкави,0%,нет,8%,-1,
693,эль аламейн,0%,нет,7%,-1,
694,пегас подбор тура,40%,да,52%,0,
695,санмар для агентств,0%,нет,8%,-1,
696,хуахин,0%,нет,12%,-1,
697,туры в белоруссию,0%,нет,32%,-1,
698,путевки на кубу,90%,да,100%,1,
699,марса алам египет,0%,нет,19%,-1,
700,будва черногория,0%,нет,5%,-1,
701,курсы туроператоров,0%,нет,3%,-1,
702,biblio globus,50%,да,36%,0,
703,москва мальдивы,100%,нет,97%,1,
704,в египет из минска туры,90%,нет,68%,1,
705,отдых в подмосковье все включено,10%,да,50%,0,
706,астера,30%,да,25%,-1,
707,балли,0%,нет,0%,-1,
708,в турцию путевки все включено,10%,да,100%,1,
709,автобусные туры,60%,да,81%,1,
710,мальдивиана туроператор официальный сайт,20%,да,21%,-1,
711,марса алам,0%,нет,12%,-1,
712,отдых в ноябре в россии куда поехать недорого,0%,нет,9%,-1,
713,tur,30%,да,45%,0,
714,туроператор планета тревел,20%,да,18%,-1,
715,маврикий туры,70%,да,94%,1,
716,тур в тайланд из москвы 2023,10%,нет,100%,1,
717,туры в мексику,0%,нет,53%,0,
718,дешевые туры,60%,да,83%,1,
719,гранд экспресс туроператор,70%,да,23%,-1,
720,горящие туры на кубу,80%,да,93%,1,
721,сайт туртрансвояж официальный сайт,10%,да,14%,-1,
722,остров хайнань китай,90%,нет,15%,-1,
723,туроператор европорт,40%,да,23%,-1,
724,зима лето,60%,да,36%,0,
725,подбор тура по всем туроператорам,10%,да,38%,0,
726,смотреть лучшее предложение,0%,нет,0%,-1,
727,горячие путевки в турцию,10%,да,93%,1,
728,туроператор регион,10%,да,18%,-1,
729,кемер марко поло отель турция,0%,нет,10%,-1,
730,союз истра семейный парк отель,100%,нет,42%,0,
731,tbs,0%,нет,7%,-1,
732,сколько стоит билет в корею,0%,нет,94%,1,
733,туры в иран,0%,нет,69%,1,
734,патриот отель,30%,да,29%,-1,
735,погода в тайланде по месяцам,0%,нет,0%,-1,
736,чанг,0%,нет,15%,-1,
737,отдых на бали,0%,нет,51%,0,
738,туры в мурманск,100%,нет,97%,1,
739,дахаб египет,0%,нет,29%,-1,
740,на путешествие,0%,нет,0%,-1,
741,хочу на море,10%,да,37%,0,
742,много тревел,0%,нет,2%,-1,
743,турция путевки цены все включено 2023,90%,да,87%,1,
744,туры занзибар,70%,да,67%,1,
745,бгоператор туроператор,10%,да,21%,-1,
746,травелата купить тур с вылетом из москвы,30%,нет,52%,0,
747,стамбул город,0%,нет,0%,-1,
748,туры в венесуэлу,0%,нет,97%,1,
749,корол,30%,да,29%,-1,
750,туры из москвы в дагестан,100%,нет,66%,1,
751,alean ru,0%,нет,5%,-1,
752,оаэ аджман,0%,нет,19%,-1,
753,бали индонезия,0%,нет,0%,-1,
754,путевки в турцию 2023,0%,нет,100%,1,
755,amon hotels belek 5 турция,0%,нет,4%,-1,
756,москва карелия,100%,нет,68%,1,
757,официальный сайт туи,0%,нет,29%,-1,
758,тайланд краби,0%,нет,7%,-1,
759,туры в сочи с перелетом из москвы,100%,нет,99%,1,
760,дубай оаэ,0%,нет,2%,-1,
761,египет москва,100%,нет,96%,1,
762,куда поехать отдыхать,0%,нет,12%,-1,
763,псыгупс термальный,0%,нет,5%,-1,
764,новогодние туры по россии,50%,да,49%,0,
765,отдых на новый год,10%,да,40%,0,
766,поездка в великий устюг,100%,нет,44%,0,
767,отдых черногория,40%,да,29%,-1,
768,бережки холл официальный сайт цены,20%,да,61%,0,
769,полюстрово гостиница санкт петербург,80%,нет,37%,0,
770,травелата официальный сайт в москве,30%,нет,30%,-1,
771,где находится австрия,0%,нет,0%,-1,
772,путевки горящие в тайланд,10%,да,93%,1,
773,горящие путевки в египет,10%,да,84%,1,
774,pac,0%,нет,8%,-1,
775,китай москва,100%,нет,70%,1,
776,круизный дом,20%,да,8%,-1,
777,калкан турция,0%,нет,6%,-1,
778,путевка в дубай 2023 цена,0%,нет,96%,1,
779,пегас туристик туроператор,30%,да,36%,0,
780,авиабилеты москва египет,100%,нет,97%,1,
781,новый год в белоруссии,0%,нет,41%,0,
782,куба океан какой,0%,нет,0%,-1,
783,сочи библио глобус,90%,нет,99%,1,
784,дагестан москва,100%,нет,95%,1,
785,шамони,0%,нет,2%,-1,
786,страна оаэ,0%,нет,2%,-1,
787,туры в карелию из москвы,100%,нет,97%,1,
788,туроператор pac group,20%,да,14%,-1,
789,бронирование островок,10%,да,19%,-1,
790,playa vista azul,0%,нет,9%,-1,
791,горячие туры в турцию,20%,да,85%,1,
792,туроператор loti официальный сайт,20%,да,3%,-1,
793,сайт интурист туроператор официальный сайт,20%,да,8%,-1,
794,nnr,0%,нет,29%,-1,
795,пунта кана,0%,нет,14%,-1,
796,турунч,20%,да,18%,-1,
797,хайнань китай,0%,нет,15%,-1,
798,ntk,0%,нет,12%,-1,
799,индия керала,20%,да,0%,-1,
800,туры во вьетнам 2023,80%,да,69%,1,
801,куда поехать по россии в ноябре,0%,нет,7%,-1,
802,махмутлар турция,0%,нет,6%,-1,
803,ларнака кипр,0%,нет,0%,-1,
804,дананг вьетнам,0%,нет,14%,-1,
805,европа отель гагра,0%,нет,24%,-1,
806,туры в италию,10%,да,45%,0,
807,анталья турция,0%,нет,13%,-1,
808,египт,0%,нет,0%,-1,
809,отдых в ноябре в россии,0%,нет,17%,-1,
810,radisson resort ras al khaimah,0%,нет,0%,-1,
811,стамбул столица,0%,нет,0%,-1,
812,анекс тур для агентств,40%,да,23%,-1,
813,отдых в сочи 2023 цены недорого у моря,100%,нет,89%,1,
814,библио глобус поиск тура,0%,нет,51%,0,
815,мальдивы мале,0%,нет,37%,0,
816,tour,0%,нет,0%,-1,
817,майорка испания,0%,нет,8%,-1,
818,pac ru,0%,нет,0%,-1,
819,купить дом калининград,100%,нет,100%,1,
820,горящие туры корал тревел,50%,да,59%,0,
821,слетать ру официальный сайт поиск тура из москвы,20%,нет,43%,0,
822,пак групп туроператор официальный сайт,20%,да,15%,-1,
823,москва абу даби,100%,нет,96%,1,
824,псыгупс термальный парк отель адыгея,60%,нет,29%,-1,
