#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
642,ресторан чеснок калининград,90%,нет,24%,-1,
643,ресторан тру кост,0%,нет,65%,0,
644,пушкин москва ресторан,60%,нет,22%,-1,
645,муму кафе,60%,да,30%,-1,
646,меню сицилия,0%,нет,45%,0,
647,доставка казань еды,100%,нет,74%,1,
648,www https yandex ru,0%,нет,0%,-1,
649,сели поели,60%,да,33%,-1,
650,по чесноку москва ресторан,80%,нет,24%,-1,
651,синьор помидор хабаровск,70%,нет,30%,-1,
652,вкусвилл торты,50%,да,59%,0,
653,кукурузная мука,20%,да,59%,0,
654,доставка вкусно и точка на дом москва,30%,нет,73%,1,
655,ишак ресторан,40%,да,15%,-1,
656,доставка 8956,50%,да,30%,-1,
657,папа джонс доставка,60%,да,46%,0,
658,кофе старс,60%,да,23%,-1,
659,ростов на дону осака,80%,нет,31%,-1,
660,доставка минск еды,100%,нет,97%,1,
661,роллы уфа,100%,нет,73%,1,
662,мука ржаная,20%,да,47%,0,
663,steak it easy,20%,да,27%,-1,
664,торт заказать,90%,да,83%,1,
665,чиа семена купить,50%,да,100%,1,
666,шаверно,0%,нет,28%,-1,
667,cofix меню,50%,да,64%,0,
668,безглютеновый хлеб,0%,нет,61%,0,
669,роллы тюмень,80%,нет,75%,1,
670,кафе прайм,70%,да,37%,0,
671,кофе с собой,0%,нет,31%,-1,
672,гриль югославия екатеринбург,90%,нет,43%,0,
673,заказать пиццу в спб с доставкой,90%,нет,81%,1,
674,заказать пиццу с доставкой в спб,80%,нет,100%,1,
675,тимс пицца армавир,40%,нет,30%,-1,
676,трукост,0%,нет,63%,0,
677,чебоксары радуга вкуса,90%,нет,35%,0,
678,пицца спб,90%,нет,62%,0,
679,заказать пироги,70%,да,100%,1,
680,старик хинкалыч ижевск,70%,нет,30%,-1,
681,loona ресторан,50%,да,30%,-1,
682,уфа доставка еды,90%,нет,70%,1,
683,аджикинежаль новосибирск,60%,нет,37%,0,
684,доставка в новосибирске еды,30%,нет,68%,1,
685,мясо и хлеб ресторан спб,70%,нет,44%,0,
686,автосуши кострома,90%,нет,39%,0,
687,бк меню,0%,нет,43%,0,
688,консервы,40%,да,75%,1,
689,заказать воду,80%,да,86%,1,
690,domino pizza,0%,нет,15%,-1,
691,изуми,60%,да,26%,-1,
692,тюмень доставка еды,100%,нет,81%,1,
693,яндекс курьер еда,0%,нет,33%,-1,
694,заказ на дом еды,80%,да,54%,0,
695,доставка продуктов на дом москва,50%,нет,95%,1,
696,суши ями,40%,да,45%,0,
697,лаки кинг,50%,да,39%,0,
698,мастер суши новокузнецк,80%,нет,47%,0,
699,ресторан цех краснодар,80%,нет,23%,-1,
700,ресторан москва горыныч,70%,нет,37%,0,
701,пироги на заказ с доставкой в москве штолле,20%,нет,44%,0,
702,хачапури и вино меню,0%,нет,42%,0,
703,ебидоеби роллы,30%,да,25%,-1,
704,ногинск халиф,100%,нет,29%,-1,
705,челябинск доставка еды,80%,нет,76%,1,
706,хмель и солод,40%,да,36%,0,
707,ресторан фабрика брянск,50%,нет,30%,-1,
708,замороженные круассаны купить,30%,да,86%,1,
709,гунканы,0%,нет,0%,-1,
710,сливки 33,0%,нет,88%,1,
711,центр плов,0%,нет,17%,-1,
712,суши заказать сет,100%,да,99%,1,
713,ресторан галки,40%,да,22%,-1,
714,пипони пицца,50%,да,39%,0,
715,доставка дикси москва на дом продуктов,30%,нет,70%,1,
716,доставка еды на дом,80%,да,56%,0,
717,суши краснодар,90%,нет,53%,0,
718,вок суши меню,40%,да,48%,0,
719,старик хинкалыч меню,0%,нет,31%,-1,
720,пицца 4,10%,да,42%,0,
721,на дровах,40%,да,61%,0,
722,нижний новгород доставка еды,100%,нет,74%,1,
723,северяне ресторан,50%,да,32%,-1,
724,кфс екатеринбург,80%,нет,44%,0,
725,kfs заказать с доставкой,60%,да,68%,1,
726,кфс саратов,80%,нет,31%,-1,
727,матча бенто суши,60%,да,45%,0,
728,ижевск суши панда,90%,нет,48%,0,
729,ресторан osteria mario,60%,да,38%,0,
730,кфс уфа,80%,нет,43%,0,
731,роллы белгород,90%,нет,77%,1,
732,chiko,0%,нет,12%,-1,
733,тапчан,0%,нет,19%,-1,
734,тула ташир пицца,70%,нет,53%,0,
735,басты ресторан,70%,да,29%,-1,
736,мафия доставка пермь,90%,нет,45%,0,
737,меню и цены макдональдс,20%,да,90%,1,
738,жажда крови ресторан,70%,да,39%,0,
739,ромбаба,0%,нет,43%,0,
740,суши галерея тюмень,70%,нет,46%,0,
741,теремок меню и цены,50%,да,64%,0,
742,доставка суши важная рыба,0%,нет,35%,0,
743,пицца пермь,80%,нет,63%,0,
744,заказать суши вок ростов на дону,90%,нет,61%,0,
745,зотман пицца доставка,40%,да,56%,0,
746,санкт петербург доставка еды,90%,нет,65%,0,
747,баста ресторан,50%,да,30%,-1,
748,raw to go,0%,нет,36%,0,
749,жар пицца волгоград,80%,нет,37%,0,
750,хлебница пекарня,40%,да,23%,-1,
751,мир суши красноярск,90%,нет,55%,0,
752,ресторан клево,40%,да,30%,-1,
753,москва ресторан магадан,100%,нет,44%,0,
754,ресторан восход,60%,да,29%,-1,
755,старый баку тверь,100%,нет,36%,0,
756,ростов на дону доставка еды,100%,нет,68%,1,
757,роллы спб,100%,нет,100%,1,
758,тайга липецк,100%,нет,36%,0,
759,манеки ярославль,80%,нет,29%,-1,
760,ресторан чудо юдо,40%,да,16%,-1,
761,коза дереза ресторан,30%,да,15%,-1,
762,радуга вкуса набережные челны,0%,нет,31%,-1,
763,макароллыч,0%,нет,34%,-1,
764,доставка ями ями екатеринбург,70%,нет,56%,0,
765,хочу и буду чебоксары,80%,нет,37%,0,
766,грузинские истории казань,100%,нет,44%,0,
767,кацо,0%,нет,8%,-1,
768,пицца инди липецк,90%,нет,47%,0,
769,шикари,0%,нет,14%,-1,
770,доставка кфс спб,90%,нет,83%,1,
771,пицца додо заказать с доставкой на дом москва,80%,нет,46%,0,
772,суши мейк,80%,да,42%,0,
773,сицилия ростов на дону доставка,80%,нет,65%,0,
774,суши катана,20%,да,46%,0,
775,саратов скай гарден,70%,нет,37%,0,
776,рыбный день новосибирск,80%,нет,36%,0,
777,яндекс еда работа,0%,нет,26%,-1,
778,биг ролл,40%,да,60%,0,
779,рульки вверх коломна,90%,нет,29%,-1,
780,палки скалки,60%,да,65%,0,
781,доставка мурманск еды,80%,нет,53%,0,
782,роллы ставрополь,100%,нет,80%,1,
783,красный дракон екатеринбург,70%,нет,40%,0,
784,чайхона 1,70%,да,43%,0,
785,ресторан зеленый брянск,80%,нет,27%,-1,
786,ростов на дону онегин дача,80%,нет,37%,0,
787,филе куриное купить,50%,да,99%,1,
788,смайл пицца,60%,да,54%,0,
789,меню кафе,20%,да,31%,-1,
790,барашка,0%,нет,23%,-1,
791,биг фиш,60%,да,33%,-1,
792,екатеринбург шашлыкофф,90%,нет,36%,0,
793,вкуснолюбов,0%,нет,19%,-1,
794,колбаски охотничьи,10%,да,54%,0,
795,продукты питания,30%,да,83%,1,
796,роллы майбокс,30%,да,43%,0,
797,южанин краснодар ресторан,60%,нет,36%,0,
798,ресторан дом нино в самаре,90%,нет,36%,0,
799,тверь дома у друзей,70%,нет,44%,0,
800,muse ресторан,60%,да,44%,0,
801,заказать еду спб с доставкой,90%,нет,68%,1,
802,заказать еду с доставкой спб,90%,нет,68%,1,
803,хинкали заказать с доставкой,70%,да,100%,1,
804,лукошко ягодное,0%,нет,61%,0,
805,кфц,0%,нет,8%,-1,
806,пицца мия екатеринбург доставка,80%,нет,47%,0,
807,доставка вкусвилл санкт петербург,60%,нет,56%,0,
808,кузня,20%,да,14%,-1,
809,бостон ресторан,40%,да,22%,-1,
810,eda,0%,нет,7%,-1,
811,бублик кафе,70%,да,45%,0,
812,доставка еды воронеж,100%,нет,71%,1,
813,доставка еды киров,90%,нет,71%,1,
814,луна ресторан,50%,да,31%,-1,
815,ресторан ткемали,60%,да,38%,0,
816,роллы с доставкой казань,90%,нет,81%,1,
817,чин чин хабаровск,90%,нет,37%,0,
818,мороженое торт,20%,да,49%,0,
819,клаб бургер,0%,нет,15%,-1,
820,заказать еду на дом,90%,да,61%,0,
821,кфс ижевск,90%,нет,44%,0,
822,кфс краснодар,80%,нет,44%,0,
823,доставка красноярск суши,90%,нет,70%,1,
824,меню сыто пьяно,0%,нет,56%,0,
825,оливия донна екатеринбург,80%,нет,36%,0,
826,доставка круглосуточно еды,90%,да,56%,0,
827,автосуши владимир,100%,нет,39%,0,
828,hite корейский ресторан,50%,да,24%,-1,
829,вкусвилл москва доставка,30%,нет,56%,0,
830,рыбная мануфактура,0%,нет,18%,-1,
831,сливки 33 процента купить,40%,да,99%,1,
832,брянск августин,90%,нет,22%,-1,
833,селл суши красноярск заказать,80%,нет,54%,0,
834,лепим и варим,0%,нет,19%,-1,
835,ломтик киндер,0%,нет,76%,1,
836,доставка еды пермь,90%,нет,77%,1,
837,udc cafe,0%,нет,28%,-1,
838,о суши рязань,90%,нет,32%,-1,
839,ресторан швили,60%,да,22%,-1,
840,старик хинкалыч краснодар,60%,нет,45%,0,
841,дома у друзей тверь,70%,нет,36%,0,
842,ресторан мацони,70%,да,37%,0,
843,пицца 22 см,44%,да,16%,-1,
844,пад тай ростов,50%,нет,37%,0,
845,hatimaki,0%,нет,28%,-1,
846,казань татмак,90%,нет,37%,0,
847,доставка перекресток продуктов,50%,да,44%,0,
848,орел старик хинкалыч,0%,нет,23%,-1,
849,селфи ресторан,40%,да,22%,-1,
850,шашлычный рай,0%,нет,27%,-1,
851,мастер пицца,30%,да,58%,0,
852,тверь суши автор,80%,нет,38%,0,
853,калининград хмель ресторан,50%,нет,15%,-1,
854,япоша,40%,да,36%,0,
855,торты мирель,10%,да,79%,1,
856,суши селл красноярск заказать доставка,90%,нет,63%,0,
857,пицца фабрика сургут,90%,нет,39%,0,
858,ресторан илья муромец,50%,да,22%,-1,
859,суши бенто,60%,да,38%,0,
860,мама мия тула меню,90%,нет,72%,1,
861,этаж 41,0%,нет,44%,0,
862,смакон,0%,нет,32%,-1,
863,нижний новгород роллы,100%,нет,80%,1,
864,саратов ашан каталог,50%,нет,97%,1,
865,доставка вина,50%,да,97%,1,
866,доставка еды владивосток,100%,нет,77%,1,
867,frank by basta меню,0%,нет,25%,-1,
868,зотман,0%,нет,28%,-1,
