#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
582,кравченко самара клиника,50%,нет,32%,-1,
583,мехзавод самара фортуна,90%,нет,61%,0,
584,про докторов официальный сайт санкт петербург,50%,нет,28%,-1,
585,пермь альфа центр,90%,нет,61%,0,
586,гинеколог рязань,100%,нет,96%,1,
587,продокторов ярославль,80%,нет,37%,0,
588,косметолог дерматолог,60%,да,28%,-1,
589,уролог уфа,90%,нет,97%,1,
590,стоматология электросталь,90%,нет,74%,1,
591,гинеколог иркутск,100%,нет,67%,1,
592,26 поликлиника,89%,да,0%,-1,
593,детский невролог иркутск,90%,нет,56%,0,
594,медицинский центр лайт киров,50%,нет,25%,-1,
595,лайф клиника краснодар,60%,нет,54%,0,
596,мрт липецк,100%,нет,81%,1,
597,новороссийск медичи пионерская,80%,нет,73%,1,
598,севастополь мрт,0%,нет,69%,1,
599,стерлитамак стоматология,100%,нет,70%,1,
600,про докторов барнаул,90%,нет,57%,0,
601,54 поликлиника,75%,да,0%,-1,
602,гармония здоровья белгород телефон,70%,нет,49%,0,
603,скандинавия казань,80%,нет,0%,-1,
604,продокторов курск,80%,нет,49%,0,
605,москва гематолог,100%,нет,78%,1,
606,воронеж детская стоматология,100%,нет,81%,1,
607,екатеринбург эндокринолог,100%,нет,57%,0,
608,трихолог краснодар,100%,нет,72%,1,
609,стоматология сыктывкар,90%,нет,100%,1,
610,водолечебница славянск на кубани,0%,нет,8%,-1,
611,мрт ставрополь,90%,нет,83%,1,
612,белореченск центрум клиник,60%,нет,39%,0,
613,чита новомед,100%,нет,59%,0,
614,тверь аваева клиника,60%,нет,38%,0,
615,хирурги,80%,да,45%,0,
616,белгород 8 поликлиника,100%,нет,37%,0,
617,дзержинск 2 поликлиника,80%,нет,44%,0,
618,красноярск дерматолог,100%,нет,58%,0,
619,волгоград поликлиника 5 кировский район,80%,нет,49%,0,
620,ангара железнодорожный медицинский,40%,нет,33%,-1,
621,краснодар психотерапевт,90%,нет,79%,1,
622,детская стоматология саратов,90%,нет,71%,1,
623,стоматология новочебоксарск,80%,нет,62%,0,
624,энгельс ди центр на горького,90%,нет,57%,0,
625,сыктывкар женская консультация,60%,нет,42%,0,
626,тюмень гинеколог,100%,нет,63%,0,
627,центр материнства и детства владивосток,10%,нет,20%,-1,
628,медси на солянке,90%,да,66%,1,
629,орск мдц,60%,нет,0%,-1,
630,стоматология энгельс,100%,нет,72%,1,
631,ярославль мрт,100%,нет,75%,1,
632,гастроэнтеролог уфа,100%,нет,72%,1,
633,липецк гинеколог,100%,нет,73%,1,
634,альба киров стоматология,100%,нет,59%,0,
635,медерика набережные челны,0%,нет,5%,-1,
636,нейрохирург врач,100%,да,80%,1,
637,медицинский центр феникс мурманск,90%,нет,49%,0,
638,невролог пенза,90%,нет,66%,1,
639,продокторов тверь,80%,нет,42%,0,
640,воронеж детская поликлиника 5,80%,нет,49%,0,
641,оренбург мрт,100%,нет,97%,1,
642,пермь гинеколог,90%,нет,80%,1,
643,мрт иркутск,100%,нет,69%,1,
644,больница северная киров,70%,нет,49%,0,
645,поликлиника ру на сухаревской,50%,да,47%,0,
646,набережные челны клиника сахбиевых,0%,нет,9%,-1,
647,гастроэнтеролог белгород,90%,нет,66%,1,
648,мрт тамбов,90%,нет,75%,1,
649,верба видное клиника,0%,нет,23%,-1,
650,ревматолог москва,100%,нет,57%,0,
651,новосибирск гастроэнтеролог,90%,нет,51%,0,
652,нефертити хабаровск,60%,нет,43%,0,
653,новокузнецк продокторов,100%,нет,64%,0,
654,практика дмитров стоматология,100%,нет,64%,0,
655,нижний новгород офтальмолог,90%,нет,62%,0,
656,первоуральск тетрамед,90%,нет,51%,0,
657,воронеж про докторов официальный сайт,80%,нет,49%,0,
658,имплантолог стоматолог,70%,да,51%,0,
659,стоматология детская тверь,100%,нет,83%,1,
660,ангарск мой доктор,80%,нет,52%,0,
661,невролог тольятти,100%,нет,57%,0,
662,видное стоматология,0%,нет,29%,-1,
663,нуриевых клиника киров,60%,нет,51%,0,
664,краснодар детская поликлиника 7,100%,нет,56%,0,
665,поликлиника 88,75%,да,47%,0,
666,лядова клиника,0%,нет,5%,-1,
667,мануальный терапевт спб,100%,нет,58%,0,
668,продокторов хабаровск,80%,нет,42%,0,
669,3 поликлиника воронеж детская,50%,нет,39%,0,
670,роддом нижний новгород 1,80%,нет,42%,0,
671,невролог санкт петербург,90%,нет,72%,1,
672,prodoctorov ru,0%,нет,0%,-1,
673,детский травматолог ортопед,50%,да,57%,0,
674,псков питермедпрофи,80%,нет,46%,0,
675,продокторов сургут,70%,нет,35%,0,
676,ярославль гинеколог,100%,нет,72%,1,
677,невролог иркутск,100%,нет,61%,0,
678,поликлиника 78,75%,да,0%,-1,
679,травмпункт нижний новгород,90%,нет,65%,0,
680,курганинск ваш доктор,80%,нет,59%,0,
681,тольятти гастроэнтеролог,90%,нет,50%,0,
682,краснодар психиатр,100%,нет,92%,1,
683,больница 10,90%,да,44%,0,
684,гбуз областная клиническая больница,30%,да,18%,-1,
685,барнаул гинеколог,100%,нет,63%,0,
686,уролог спб,100%,нет,67%,1,
687,воронеж невролог детский,90%,нет,87%,1,
688,астрахань стоматология,90%,нет,59%,0,
689,отзывы инвитро,60%,да,0%,-1,
690,клиника чудо доктор,0%,нет,25%,-1,
691,спб проктолог,100%,нет,57%,0,
692,гинеколог ставрополь,100%,нет,73%,1,
693,психотерапевт уфа,100%,нет,72%,1,
694,детский аллерголог иммунолог,100%,да,83%,1,
695,нижний новгород эндокринолог,100%,нет,65%,0,
696,копейск стоматология,90%,нет,71%,1,
697,кит саров клиника,80%,нет,50%,0,
698,невролог екатеринбург детский,80%,нет,71%,1,
